nquest,ar,af,w,bollette,cn,cd,c,ncomp,acom5,pesofit,y,cly,nfigli,figli_etamedia,nfigli_maschi,singleparent,singlemom,madre_lavora,padre_lavora,padre_eta,madre_eta,macroarea,madre_laurea,padre_laurea,padre_servizi,padre_industria,madre_servizi,madre_industria
825172,500,2000,2500,1500,13200,0,13200,2,4,.74058193,19007.33,4,1,15,0,1,1,1,,,46,centro,0,,,,1,0
825889,430000,32948.336,462948.34,,36560,2300,38860,3,3,.46656513,42070.328,8,1,9,0,0,,0,1,52,51,nord,0,1,1,0,,
825977,260000,11300,271300,3500,12000,500,12500,3,4,.21229528,29841.418,7,0,,0,1,1,0,,,30,sud,0,,,,,
826006,141500,3045.145,144545.14,,16500,450,16950,3,4,.23417944,23811.162,5,1,32,0,0,,0,1,61,57,sud,0,0,1,0,,
826118,93000,16984.428,56984.426,1830,23400,2000,25400,2,2,3.3580618,39629.242,8,0,,0,0,,1,1,34,32,nord,0,0,0,1,0,1
826234,5000,10000,15000,2000,15360,0,15360,2,4,1.0063444,16036.652,3,1,17,0,1,1,1,,,44,nord,0,,,,0,1
826242,0,1000,1000,600,6000,0,6000,1,4,1.2618426,6103.665,1,0,,0,1,0,,1,46,,nord,,0,1,0,,
826347,220000,33522.551,253522.55,1650,25100,400,25500,1,2,3.3987436,33611.184,7,0,,0,1,0,,1,46,,nord,,0,1,0,,
826456,222000,4000,145600,4500,28820,3400,32220,4,4,1.3506689,37633.445,8,2,8.5,1,0,,1,1,50,44,nord,1,0,1,0,1,0
826744,222000,4437.6045,146437.61,3200,42950,30500,73450,4,4,.68275315,66199.453,10,2,23,1,0,,1,1,54,49,nord,0,0,0,1,1,0
827036,160000,16500,176500,250,16800,0,16800,1,5,4.1553273,20951.314,4,0,,0,1,1,1,,,46,nord,0,,,,1,0
827457,351000,60000,411000,,38600,0,38600,4,1,2.7653742,53319.918,9,2,6,1,0,,1,1,45,41,nord,1,0,0,1,1,0
850013,25000,4000,20200,,28850,31000,59850,4,1,.92063588,35214.66,7,2,6,1,0,,1,1,46,31,centro,0,0,1,0,1,0
850016,255500,52000,307500,,21300,0,21300,3,4,1.1639322,41105.453,8,1,2,0,0,,1,1,35,31,centro,0,0,0,1,1,0
850030,10000,55100,65100,2000,25200,300,25500,3,4,2.3408248,53277.246,9,1,1,1,0,,1,1,36,34,nord,1,1,1,0,1,0
851025,353000,3741.0286,356741.03,350,20400,0,20400,6,4,.76363575,31013.713,7,4,23,0,0,,0,1,60,55,sud,0,0,0,1,,
851172,561500,3000,382200,3000,43500,1500,45000,4,2,3.0685635,78885.672,10,2,13,2,0,,1,1,56,53,sud,0,1,1,0,1,0
851514,200100,100,200200,,21850,180,22030,4,4,.5713619,22050.367,5,2,18,1,0,,0,1,53,45,nord,0,0,1,0,,
851699,200,2500,2700,,10500,0,10500,2,1,1.2778877,16009.163,3,0,,0,0,,0,1,51,51,nord,0,0,0,1,,
851703,147000,18700,165700,400,16800,600,17400,4,1,2.919018,39968.539,8,2,17,0,0,,0,1,46,44,nord,0,0,0,1,,
851874,172000,2000,174000,,25000,400,25400,3,4,.53579313,21607.33,5,1,23,0,0,,0,1,55,53,centro,0,0,1,0,,
851968,232000,40000,272000,3500,30000,1200,31200,4,4,.7463333,30146.611,7,2,20,0,0,,0,1,48,48,centro,0,0,1,0,,
851982,121000,0,121000,100,10680,0,10680,1,3,.90630066,14800,2,0,,0,1,0,,1,42,,centro,,0,0,1,,
852058,141500,99492.586,240992.59,,25040,0,25040,3,4,1.6953343,29044.525,6,1,4,0,0,,0,1,51,43,centro,0,0,1,0,,
852070,251000,11001,226001,1200,17700,0,17700,4,1,.65279222,27295.258,6,2,15,1,0,,0,1,48,45,centro,0,0,0,1,,
852115,345000,50000,395000,2800,21600,600,22200,2,3,.4135797,47780.121,9,1,30,1,1,1,1,,,62,centro,0,,,,1,0
852120,145000,62500,207500,,45200,0,45200,3,3,.72978103,45586.145,9,2,13,2,1,1,1,,,43,centro,1,,,,1,0
852130,105000,20000,125000,2500,15000,1500,16500,2,3,.45442963,26073.305,6,0,,0,0,,0,1,56,55,centro,0,0,1,0,,
852140,250000,0,250000,5000,19200,13000,32200,4,3,1.4094181,39200,8,2,4,0,0,,1,1,43,34,centro,1,0,0,1,1,0
852304,102000,0,102000,,11000,0,11000,4,4,.91449457,6400,1,2,7.5,1,0,,0,1,34,33,sud,0,0,0,1,,
852321,160000,49965.688,209965.69,600,9600,3000,12600,4,3,.50029987,46683.137,9,0,,0,1,1,1,,,40,sud,0,,,,1,0
852332,500,0,500,400,7200,0,7200,4,3,.90942615,9900,1,1,10,1,0,,1,0,55,50,sud,0,0,,,0,1
852573,80500,750,71250,6600,21600,0,21600,6,3,.59196746,24956.898,6,4,9.75,2,0,,0,1,56,37,nord,0,0,0,1,,
852658,0,0,0,1200,11469.6,0,11469.6,1,2,5.8616371,9269.5996,1,0,,0,1,0,,1,32,,nord,,0,0,1,,
852762,1020000,133000,1153000,3000,32600,0,32600,2,4,.51955658,73636.172,10,0,,0,1,0,,1,54,,nord,,1,0,1,,
853073,145000,26258.176,171258.17,,31200,0,31200,2,5,.6923787,41395.758,8,0,,0,1,1,1,,,41,nord,1,,,,1,0
853318,130000,0,130000,,13300,-2000,11300,3,3,1.5633063,18600,4,0,,0,1,1,0,,,21,sud,0,,,,,
853354,133000,1745.3541,104745.35,2000,22800,0,22800,3,4,4.9039021,37768.844,8,1,2,1,0,,1,1,38,34,nord,1,0,0,1,1,0
853765,160500,15849.139,176349.14,2400,20400,0,20400,1,3,1.3782319,27577.607,6,0,,0,1,1,1,,,52,nord,0,,,,1,0
854070,111500,10000,121500,2500,24000,700,24700,2,3,.63532758,25936.652,6,1,22,0,1,1,1,,,48,centro,0,,,,1,0
854081,352000,6380,298380,2500,36400,700,37100,2,3,.22679991,45344.613,9,0,,0,0,,1,1,64,63,centro,1,0,0,1,1,0
854112,660000,4001,514001,,16600,2000,18600,1,4,.71875089,29426.895,7,0,,0,1,0,,1,31,,sud,,1,1,0,,
854346,181000,1000,182000,1000,13200,0,13200,3,4,.40521467,20003.666,4,1,24,0,0,,1,0,52,51,sud,0,0,,,1,0
854435,300,400,-7800,,18900,0,18900,3,2,2.627485,39001.465,8,1,30,1,0,,0,1,61,56,nord,0,0,0,1,,
854460,140500,0,140500,,16800,350,17150,1,2,3.7891037,21000,4,0,,0,1,1,1,,,49,centro,0,,,,1,0
854501,50000,1000,51000,,20200,0,20200,4,5,5.8616371,19003.666,4,2,8.5,2,0,,1,1,40,39,sud,0,0,1,0,1,0
854535,0,0,0,1000,14400,250,14650,3,5,4.3083844,12500,2,2,20.5,1,1,1,1,,,48,sud,0,,,,1,0
854730,104950,62868.449,167818.45,,15700,11000,26700,3,4,.7232908,38738.754,8,1,18,0,0,,1,1,51,47,nord,0,0,0,1,0,0
854858,210800,6000,216800,,47600,0,47600,4,4,.33650976,25001.992,6,1,31,1,0,,0,1,61,57,sud,0,0,1,0,,
854862,291000,40000,291000,2000,20300,200,20500,4,4,.63418263,54063.207,9,2,8.5,1,0,,1,1,46,42,sud,1,0,1,0,1,0
855111,950000,170000,1110000,5000,38400,33000,71400,4,2,1.6402761,75966.813,10,2,16,2,0,,1,1,56,54,centro,1,0,1,0,1,0
855135,156000,60000,216000,3000,29400,4200,33600,3,2,2.0539014,48119.918,9,2,29,2,1,1,1,,,52,centro,0,,,,0,1
855238,221000,59500,230500,,12800,0,12800,2,3,.61116499,39888.828,8,0,,0,0,,1,1,62,61,centro,0,0,0,1,1,0
855344,332500,3000,335500,3000,36500,0,36500,2,2,2.02951,43610.996,8,1,24,1,1,1,1,,,56,nord,1,,,,1,0
855376,370000,35000,405000,2500,52400,5700,58100,3,3,.27919942,62534.227,10,1,27,0,0,,1,1,56,56,centro,0,0,0,1,1,0
855396,205000,5520.4663,210520.47,4000,25200,0,25200,5,3,.35565507,40220.234,8,3,19.333334,2,0,,0,1,53,50,centro,0,0,0,1,,
855402,175000,25000,141000,2500,22800,450,23250,7,3,.47974005,30832.783,7,5,7.4000001,2,0,,0,1,32,30,centro,0,0,0,1,,
855417,10200,0,10200,,16240,0,16240,2,4,.56153154,15170,3,0,,0,0,,1,0,55,48,centro,0,0,,,1,0
855468,402000,4000,406000,,34200,0,34200,2,3,.36555141,19614.66,4,0,,0,0,,1,1,62,61,nord,1,0,1,0,1,0
855780,113000,6000,44000,,14800,700,15500,4,2,4.655973,16028.107,3,2,1,0,0,,1,1,41,37,centro,1,0,1,0,0,1
855792,145000,25000,170000,2300,18000,5000,23000,2,2,1.3217208,47591.633,9,0,,0,0,,1,1,66,62,centro,0,0,0,1,1,0
855839,230200,4700,124900,,30630,400,31030,4,3,1.6273468,53112.863,9,2,12,2,0,,1,1,53,44,nord,0,0,1,0,1,0
856134,151000,0,141000,2000,10800,0,10800,3,2,.69862658,16600,3,1,26,1,0,,1,0,62,60,centro,0,0,,,0,0
856218,161000,8955.2451,169955.25,2800,23400,0,23400,4,3,.54949534,31432.824,7,2,12.5,1,0,,1,1,46,46,centro,0,0,1,0,1,0
856297,1909000,90000,1999000,,33800,15000,48800,4,3,2.8555598,148824.84,10,2,12.5,2,0,,1,1,45,42,sud,1,1,1,0,1,0
856328,155000,5000,160000,,30000,0,30000,3,3,2.3610892,25318.326,6,2,11.5,0,1,1,1,,,43,centro,1,,,,0,1
856430,335000,80000,405000,,36900,1200,38100,1,3,2.6083684,22444.467,5,0,,0,1,0,,1,49,,centro,,0,1,0,,
856688,202000,13642.494,208142.5,,36000,1000,37000,4,5,.79521936,41939.008,8,2,16,1,0,,1,1,52,51,centro,1,0,0,1,1,0
856759,251000,85052.898,336052.91,4000,20400,2000,22400,1,5,.53948253,32711.773,7,0,,0,1,0,,1,56,,centro,,1,1,0,,
857107,156500,7000,103500,,17581,200,17781,2,1,2.2380726,37931.551,8,0,,0,0,,1,1,59,57,sud,0,0,1,0,1,0
857273,10000,15036.92,22636.92,5500,12300,800,13100,5,2,5.4229927,29155.115,6,3,15.333333,3,0,,0,1,50,45,sud,0,0,0,1,,
857398,378000,3207.9202,381207.91,,61700,0,61700,2,1,1.5884819,92611.758,10,0,,0,0,,1,0,70,63,nord,0,0,,,0,1
857466,200000,10669.74,210669.73,,24240,2000,26240,2,1,3.1114113,37579.109,8,0,,0,0,,1,1,57,57,sud,0,0,1,0,1,0
857467,70250,6826.0269,77076.023,450,13800,230,14030,4,1,5.8616371,22585.02,5,2,27,1,0,,1,0,54,54,sud,0,0,,,1,0
857514,4000,4000,-1000,3800,19200,16500,35700,3,4,.9057799,21414.66,5,1,15,1,0,,1,1,36,34,sud,0,0,1,0,1,0
857521,2000,0,2000,3500,14400,0,14400,2,4,.97553611,15100,3,1,17,0,1,1,1,,,36,sud,0,,,,1,0
857856,0,5000,5000,1000,17400,500,17900,4,2,5.1064415,15018.326,3,2,34,1,0,,0,1,60,54,nord,0,0,0,1,,
858238,2000,3156.1631,5156.1631,2300,14400,600,15000,1,3,1.3212687,24811.568,5,0,,0,1,1,1,,,32,nord,1,,,,1,0
858353,23000,41100,64100,1850,14400,0,14400,4,3,.62977457,23524.637,5,2,16.5,0,0,,1,1,53,46,centro,0,0,1,0,0,1
858534,81000,2000,83000,,24540,0,24540,5,3,.58928245,34007.332,7,3,6.3333335,3,0,,1,1,44,43,centro,0,1,1,0,1,0
858712,83000,6000,89000,,17100,0,17100,4,4,.43366474,13921.991,2,2,17.5,2,0,,0,1,49,45,sud,0,0,0,1,,
858735,124000,6075.6133,130075.62,,19500,12000,31500,4,4,.51196361,23622.27,5,2,26.5,0,0,,0,1,57,52,sud,0,0,0,1,,
858811,402000,38000,440000,,47000,1000,48000,4,4,1.0446881,56396.328,10,2,18.5,0,0,,1,1,51,50,centro,1,1,1,0,1,0
859261,805000,79000,883500,,77800,22200,100000,4,3,.41059712,213438.38,10,2,23.5,1,0,,1,1,55,52,nord,0,0,0,1,1,0
859321,1020000,95100,1097100,,46200,-38000,8200,3,3,.48905155,80237.023,10,1,19,0,0,,0,1,55,60,nord,0,0,0,1,,
859360,93000,0,93000,,25000,0,25000,5,1,2.046103,21600,5,3,5,1,0,,0,1,36,33,sud,0,0,0,1,,
859456,88000,287055.88,375055.88,3300,32800,2000,34800,4,2,.44573304,51463.766,9,2,22,2,0,,1,1,52,51,centro,0,0,1,0,1,0
859459,373000,51389.25,326889.25,,40850,28900,69750,4,2,.49684113,75658.273,10,2,23,2,0,,1,1,55,53,centro,0,0,1,0,0,1
859573,1500,500,-1500,,7700,3000,10700,4,3,3.8755352,7001.8325,1,2,18,2,0,,0,1,45,40,sud,0,0,0,1,,
859587,5000,10300,15300,100,18000,0,18000,5,3,2.991797,25737.752,6,3,7,2,0,,1,0,46,42,sud,1,0,,,1,0
859588,0,0,0,1000,7200,0,7200,5,3,4.6349344,8200,1,3,10,1,0,,0,1,36,42,sud,0,0,0,1,,
859592,445000,140530.53,584120,,48600,0,48600,5,3,2.0761261,75652.086,10,3,29,1,0,,1,1,59,58,sud,0,1,1,0,1,0
859597,305000,10274.558,315274.56,,24400,1500,25900,1,3,1.0326533,36337.66,8,0,,0,1,0,,1,53,,sud,,0,1,0,,
859611,12000,75020.266,87020.266,,43200,15000,58200,2,3,1.179442,63474.969,10,0,,0,0,,1,1,65,60,sud,1,1,1,0,1,0
859616,283000,4950,287950,800,9600,350,9950,1,3,1.0326533,17618.143,3,0,,0,1,0,,1,54,,sud,,0,1,0,,
859908,201000,8000,209000,2000,18000,11000,29000,1,3,.5216158,24429.322,5,0,,0,1,0,,1,58,,nord,,0,1,0,,
859913,1000,0,1000,2000,8448,0,8448,1,3,1.2619324,8200,1,0,,0,1,1,1,,,48,nord,0,,,,1,0
859920,1500,1000,2500,,28360,0,28360,5,3,1.4047394,23403.666,5,3,10.666667,1,0,,0,1,37,35,nord,0,0,0,1,,
859946,2000,1810.0371,3810.0371,1450,14040,250,14290,4,5,1.8793299,12886.635,2,2,15.5,1,0,,0,1,49,46,sud,0,0,0,0,,
860095,223000,10000,233000,4000,38400,1000,39400,1,5,2.6281707,55036.652,9,0,,0,1,1,1,,,48,nord,1,,,,1,0
860127,743000,357000,624000,5000,50800,1000,51800,1,5,3.5768318,72723.789,10,0,,0,1,0,,1,36,,nord,,1,1,0,,
860164,0,11000,11000,3850,7800,1720,9520,1,5,3.5074668,18040.318,4,0,,0,1,0,,1,30,,nord,,1,1,0,,
860353,0,0,0,,16400,0,16400,4,3,.85591131,17100,3,2,3.5,1,0,,1,1,45,43,sud,0,0,1,0,1,0
860525,890000,220001,970001,500,23000,0,23000,4,4,.54975319,41656.574,8,2,17,1,0,,1,1,48,48,nord,1,1,0,1,0,1
860573,130500,2332.1797,132832.19,4000,12000,0,12000,2,4,.18956238,18008.549,3,0,,0,0,,0,1,53,52,nord,0,0,1,0,,
860704,4500,8157.6572,7457.6572,,54200,700,54900,4,2,3.1196725,42729.898,8,2,13.5,0,0,,1,1,49,50,centro,0,0,1,0,1,0
860726,160900,1429.1399,162329.14,,23269.6,0,23269.6,1,2,3.6902218,22674.838,5,0,,0,1,0,,1,49,,centro,,0,1,0,,
860820,3000,17000,20000,,20360,1200,21560,2,2,3.6738133,23462.311,5,0,,0,0,,1,1,30,27,centro,0,0,1,0,1,0
860826,155000,14000,169000,,23700,600,24300,2,2,1.4681647,30801.314,7,0,,0,1,0,,1,45,,centro,,0,1,0,,
860900,125000,65000,190000,,25300,0,25300,2,4,.37954277,23138.244,5,0,,0,0,,0,1,58,49,sud,0,0,1,0,,
860940,353000,11126.36,295126.38,,53100,800,53900,2,3,.58121973,72440.781,10,0,,0,0,,1,1,65,64,centro,0,0,0,1,0,1
860977,25000,1486.1493,26486.148,,16140,0,16140,3,2,1.132189,10805.447,2,1,20,1,0,,0,0,60,55,nord,0,0,,,,
860985,1215000,26908.684,1241908.6,,60880,1500,62380,4,2,1.5494033,104478.63,10,2,28.5,0,0,,1,1,57,59,nord,0,0,1,0,1,0
861061,402000,26643.486,428643.5,,52200,0,52200,4,4,1.001992,74897.656,10,2,16,2,0,,1,1,55,50,nord,1,1,1,0,1,0
861272,250,0,250,1200,16320,0,16320,3,5,.83862364,19000,4,1,35,0,0,,0,1,66,64,sud,0,0,0,1,,
861471,271000,2000,267000,1900,32400,400,32800,3,3,.42423549,31407.33,7,1,10,1,0,,1,1,60,52,centro,1,0,1,0,1,0
861578,200,0,200,2500,22800,0,22800,3,3,.19358303,19100,4,0,,0,1,1,0,,,50,sud,0,,,,,
861581,1200,8472.6621,9672.6621,2500,30000,0,30000,4,3,.23632905,37031.055,8,2,27.5,1,0,,0,1,57,56,sud,0,0,1,0,,
861731,81000,0,81000,1500,14400,600,15000,1,3,.44555345,21800,5,0,,0,1,0,,1,44,,sud,,0,1,0,,
861949,343000,28731.35,370295.09,,21560,1200,22760,5,3,.4040091,46805.309,9,3,26.666666,0,0,,1,1,57,56,sud,1,0,1,0,1,0
861954,282000,25836.309,307836.31,,19300,300,19600,3,3,.27081302,22694.697,5,1,20,1,0,,0,1,55,52,sud,0,0,0,1,,
862062,281000,2000,283000,2000,19200,0,19200,2,3,.86555678,24807.33,5,1,27,1,1,1,1,,,50,nord,0,,,,1,0
862146,162000,500,162500,,20950,130,21080,5,3,2.6767199,32641.832,7,3,20,2,0,,0,1,51,50,sud,0,0,0,1,,
862150,174000,5100.6494,179100.66,,39500,760,40260,3,3,2.7973685,40018.695,8,1,6,1,0,,1,1,43,39,sud,0,0,0,1,1,0
862168,415000,2756.4573,417756.47,1000,21200,750,21950,6,3,1.9709949,33096.102,7,3,18.333334,3,0,,0,1,60,46,sud,0,0,1,0,,
862358,0,0,0,,15124,0,15124,3,5,.72816569,10400,1,1,16,0,0,,0,1,55,49,sud,0,0,1,0,,
862416,0,0,0,,14700,0,14700,2,5,.88101357,24000,5,1,32,1,1,1,0,,,55,sud,0,,,,,
862455,505000,37912.918,542912.94,2000,31200,800,32000,4,5,1.2529472,47248.215,9,2,6.5,1,0,,1,1,42,38,sud,1,0,1,0,1,0
862462,104000,5000,109000,1500,9600,0,9600,3,5,.49533272,24018.326,5,1,26,1,0,,1,0,56,54,sud,0,0,,,1,0
862583,201000,20600,221600,,35800,150,35950,3,2,.75432438,49269.223,9,1,16,0,0,,1,1,49,40,centro,0,0,0,1,1,0
862590,502000,11000,513000,,52600,7500,60100,5,1,2.9480484,49040.316,9,3,12.666667,2,0,,1,1,52,49,nord,0,0,1,0,1,0
862824,500,0,500,800,9600,0,9600,1,4,1.621235,15200,3,0,,0,1,1,1,,,58,centro,0,,,,1,0
862826,3000,0,3000,1000,10800,0,10800,1,4,1.621235,15000,3,0,,0,1,1,1,,,56,centro,0,,,,1,0
863078,230000,30000,260000,5000,28800,7000,35800,3,4,1.288638,77309.961,10,1,4,1,0,,1,1,44,39,centro,0,1,1,0,1,0
863099,500,800,1300,2000,15600,800,16400,1,1,1.1112578,17802.932,3,0,,0,1,1,1,,,52,sud,0,,,,1,0
863223,180300,2500,182800,,14260,0,14260,2,1,2.3822598,20169.164,4,0,,0,0,,0,1,59,58,sud,0,0,1,0,,
863239,400000,3116.6997,267616.69,,55620,6000,61620,2,4,.31292984,56606.355,10,0,,0,0,,1,0,57,53,centro,0,1,,,1,0
863333,0,0,-2126.8396,700,12600,0,12600,5,2,4.0830994,13650,2,3,8,0,0,,0,1,52,41,nord,0,0,1,0,,
863402,175000,40000,205000,,46000,1000,47000,2,4,.37233493,73860.328,10,0,,0,0,,1,1,57,54,nord,0,0,1,0,1,0
863451,200500,2794.6233,203294.63,400,14400,0,14400,3,4,.7519871,31010.242,7,1,10,1,0,,1,1,44,40,sud,0,0,1,0,1,0
863542,500,1800,2300,960,9600,0,9600,3,4,1.3203197,10406.598,1,1,7,1,0,,0,1,36,27,sud,0,0,1,0,,
863684,242000,5781.2305,247781.23,,37600,0,37600,3,4,1.8921607,67821.188,10,1,29,1,0,,1,1,57,57,centro,0,0,0,1,0,1
863863,345000,35000,373000,,34700,23000,57700,3,4,1.4113883,60926.715,10,1,19,1,0,,1,1,50,49,nord,0,0,0,1,1,0
864120,205000,4000,194000,,21700,0,21700,3,3,.60196185,38095.883,8,1,12,0,0,,1,1,41,41,centro,0,0,1,0,1,0
864133,510000,14565.676,524565.69,5000,24000,0,24000,2,4,.99323618,54053.387,9,0,,0,0,,1,1,62,60,nord,0,1,1,0,1,0
864213,202000,6000,193000,2800,14400,900,15300,1,2,3.717597,23503.215,5,0,,0,1,1,1,,,48,nord,0,,,,1,0
864456,1310000,107021.77,1057021.8,,49000,1500,50500,1,5,3.8753722,61102.051,10,0,,0,1,1,1,,,51,centro,1,,,,1,0
864457,153000,8390.0596,81390.063,,17300,0,17300,2,5,5.8616371,25263.941,6,1,28,1,1,1,1,,,55,centro,0,,,,1,0
864458,264000,5000,269000,,32500,1000,33500,1,5,5.8616371,27418.326,6,0,,0,1,1,1,,,43,centro,1,,,,1,0
864473,500,1000,1500,,26880,0,26880,5,5,5.8616371,33503.664,7,3,23.666666,1,0,,1,1,61,61,centro,1,1,1,0,1,0
864477,604000,460000,1064000,,69500,1000,70500,3,5,4.1241651,128060.35,10,1,17,1,0,,1,0,59,47,centro,0,1,,,1,0
864809,130200,14472.175,144672.17,,14650,0,14650,4,2,2.5695126,71553.047,10,2,32,1,0,,0,1,60,57,nord,0,0,1,0,,
865142,200000,4381.481,204381.48,2000,14000,1500,15500,1,3,1.1708586,32516.059,7,0,,0,1,1,1,,,44,nord,0,,,,1,0
865202,292000,23000,315000,6000,38400,0,38400,4,3,1.1734108,35281.004,7,2,8,1,0,,1,1,48,43,nord,1,1,1,0,1,0
865357,51500,1150,48650,2200,20400,349,20749,2,4,1.0502321,22004.215,5,0,,0,1,1,1,,,44,sud,1,,,,1,0
865481,121000,500,121500,1000,21600,0,21600,7,4,.28085461,25661.832,6,3,16.333334,2,0,,0,1,50,48,sud,0,0,1,0,,
865483,103000,4132.1123,107132.11,,13400,400,13800,4,4,.38779223,11005.982,2,2,26,1,0,,0,1,57,52,sud,0,0,1,0,,
865491,160000,0,160000,,9200,0,9200,3,4,.24947178,9800,1,1,19,1,0,,0,1,53,49,sud,0,0,1,0,,
865494,123000,12159.769,135159.77,1000,16200,0,16200,2,4,.21718647,22244.568,5,0,,0,0,,0,1,58,56,sud,0,0,1,0,,
865500,93000,7399.7388,100399.74,1000,16200,0,16200,4,4,.38611224,26507.123,6,2,22.5,1,0,,0,1,54,49,sud,0,0,0,1,,
865504,882500,41452.629,923952.63,1800,16800,500,17300,2,4,.23046719,18446.492,4,0,,0,0,,0,1,54,45,sud,0,0,1,0,,
865780,252000,7319.8213,249319.83,6000,19200,0,19200,2,3,.24738507,40226.828,8,0,,0,1,1,1,,,62,nord,0,,,,1,0
865806,278000,176100,454100,3000,35400,0,35400,4,3,.98404449,57874.246,10,2,9.5,1,0,,1,1,43,40,centro,0,0,1,0,1,0
866071,241000,4100,225100,2400,43500,0,43500,4,3,1.612377,69776.984,10,2,14.5,1,0,,1,1,46,41,nord,0,0,1,0,1,0
866220,165000,15549.073,180549.08,,18000,0,18000,3,3,.63107049,21456.992,5,1,29,1,0,,0,1,57,55,sud,0,0,1,0,,
866382,265000,3500,268500,,27100,1500,28600,3,3,.34445044,19212.828,4,1,26,0,0,,0,1,60,57,sud,0,0,0,1,,
866387,150000,0,149400,,24600,3000,27600,2,3,.32625768,40300,8,1,27,0,1,0,,1,59,,sud,,0,0,1,,
866507,387000,19198.971,406198.97,1700,25800,0,25800,4,3,.84549326,47870.371,9,2,10,1,0,,0,1,50,37,centro,0,0,1,0,,
866541,0,976.95398,976.95398,,8300,0,8300,1,3,.97040731,19003.58,4,0,,0,1,0,,1,41,,nord,,0,0,1,,
866855,72500,2100,74600,,25260,1400,26660,1,5,1.1899792,24667.697,5,0,,0,1,0,,1,53,,nord,,0,1,0,,
867003,523000,2832.0994,525832.13,,21500,0,21500,3,4,.77300543,59010.379,10,1,5,1,0,,1,1,56,41,sud,1,1,1,0,1,0
867104,500,2023.1487,2523.1487,,14400,200,14600,3,4,.21859328,25507.416,6,1,23,1,0,,0,1,51,55,sud,0,0,0,1,,
867205,201000,21765.102,221465.09,1900,25200,0,25200,4,2,2.9278631,46743.898,9,2,5.5,2,0,,1,1,44,42,nord,0,0,0,1,0,1
867275,1000,4000,5000,,34400,0,34400,2,4,.58297288,23014.66,5,0,,0,0,,1,1,57,55,nord,0,0,0,1,1,0
867462,293000,0,252500,,70600,5000,75600,3,4,.71015453,110162.45,10,1,20,0,0,,1,1,55,53,nord,1,0,1,0,1,0
867653,211000,7500,218500,500,17300,0,17300,2,4,.80800015,26322.881,6,0,,0,0,,0,1,52,42,nord,0,0,1,0,,
867674,0,1000,1000,1500,12000,0,12000,1,5,5.7393718,11003.665,2,0,,0,1,0,,1,40,,nord,,0,0,1,,
867799,175000,29000,204000,1700,19800,20000,39800,2,5,3.8102407,38200.008,8,0,,0,0,,1,1,40,31,nord,0,0,1,0,1,0
867914,5000,0,-11000,,19348,0,19348,5,3,3.2196155,16900,3,3,17,0,0,,0,1,51,52,sud,0,0,1,0,,
867929,86000,3000,89000,800,18600,700,19300,7,4,1.2805598,22310.996,5,5,11.2,2,0,,0,1,46,40,nord,0,0,0,1,,
867993,160001,22000,182001,,17000,0,17000,1,1,3.1315665,25880.637,6,0,,0,1,1,1,,,55,nord,0,,,,1,0
868093,151000,0,149000,2000,32400,0,32400,5,1,1.9370146,24000,5,3,10.666667,3,0,,0,1,47,44,nord,0,0,1,0,,
868098,506000,4000,510000,2000,31200,0,31200,4,1,3.6511438,49514.66,9,2,4.5,1,0,,1,1,38,38,nord,1,0,1,0,1,0
868231,0,1572.4259,1572.4259,,24200,0,24200,2,2,3.0111713,20005.764,4,0,,0,0,,1,1,47,47,centro,0,0,1,0,1,0
868264,347500,9000,356500,5360,34000,-500,33500,4,4,.56257075,36732.988,8,2,22.5,1,0,,1,1,54,52,centro,0,1,1,0,0,1
868280,40100,0,40100,200,4800,0,4800,4,4,.43636876,8400,1,2,24,0,0,,1,0,52,49,sud,0,0,,,1,0
868283,202000,1137.0153,136637.02,2400,21600,600,22200,6,4,.47975472,28856.135,6,4,22.5,3,0,,1,1,48,49,sud,0,0,1,0,0,1
868294,6000,1000,200,500,10560,0,10560,4,4,.79578292,10000,1,2,4.5,1,0,,0,1,36,32,sud,0,0,1,0,,
868337,295000,647.56268,295647.56,6000,16200,0,16200,4,3,.39708728,25202.373,6,2,12,2,0,,1,1,48,45,sud,0,0,1,0,1,0
868406,162000,10000,172000,3000,15600,0,15600,4,4,1.4844866,42036.652,8,2,6.5,1,0,,1,1,42,46,centro,1,0,0,1,1,0
868463,410000,2718.8052,412718.81,300,9800,18000,27800,3,3,1.1023989,40259.965,8,1,30,1,0,,0,1,57,54,sud,0,0,1,0,,
868474,262000,10032.743,270558.66,,41100,4000,45100,2,3,1.1510414,45436.773,9,0,,0,0,,0,1,61,64,sud,1,0,1,0,,
868478,1430000,392.62772,1380392.6,800,16869.6,0,16869.6,4,3,1.7556369,46271.039,9,2,29,1,0,,1,1,52,52,sud,0,0,1,0,1,0
868489,212100,1642.5132,213742.52,350,16800,0,16800,3,4,.21995403,16306.021,3,1,28,1,0,,0,1,56,52,sud,0,0,0,1,,
868504,201500,1439.4043,202939.41,500,8400,0,8400,5,4,.31938267,26805.275,6,3,20.666666,2,0,,0,1,50,48,sud,0,0,0,1,,
868505,303000,0,303000,,20600,0,20600,5,4,.30961248,31200,7,3,23,2,0,,0,1,51,47,sud,0,0,1,0,,
868583,172000,16350,187150,,17800,0,17800,3,2,1.7875246,41999.926,8,1,21,1,0,,0,1,59,57,sud,0,0,0,1,,
